Player,EH_ID,API ID,Season,Team,Position,Shoots,Birthday,Age,Draft Yr,Draft Rd,Draft Ov,GP,EVO_GAR/60,EVD_GAR/60,PPO_GAR/60,SHD_GAR/60,Take_GAR/60,Draw_GAR/60,Off_GAR/60,Def_GAR/60,Pens_GAR/60,GAR/60,WAR/60,SPAR/60
Adam Larsson,ADAM.LARSSON,8476457,14-15,N.J,D,R,1992-11-12,21,2011,1,4,64,-0.05,0.239,-2.492,0.479,-0.018,-0.014,-0.095,0.276,-0.032,0.157,0.03,0.057
Adam Larsson,ADAM.LARSSON,8476457,15-16,N.J,D,R,1992-11-12,22,2011,1,4,82,-0.016,0.376,0.202,0.024,-0.004,-0.021,-0.014,0.323,-0.024,0.277,0.054,0.103
Adam Larsson,ADAM.LARSSON,8476457,16-17,EDM,D,R,1992-11-12,23,2011,1,4,79,0.364,0.032,-1.174,-0.169,-0.037,-0.018,0.35,0.016,-0.056,0.276,0.052,0.101
Adam Larsson,ADAM.LARSSON,8476457,17-18,EDM,D,R,1992-11-12,24,2011,1,4,63,0.029,0.04,-0.68,0.041,-0.006,-0.006,0.025,0.04,-0.012,0.05,0.01,0.019
Adam Larsson,ADAM.LARSSON,8476457,18-19,EDM,D,R,1992-11-12,25,2011,1,4,82,-0.338,0.04,1.013,0.527,-0.017,-0.002,-0.332,0.086,-0.018,-0.231,-0.043,-0.081
Adam Larsson,ADAM.LARSSON,8476457,19-20,EDM,D,R,1992-11-12,26,2011,1,4,49,-0.11,0.134,2.054,0.545,-0.012,-0.024,-0.104,0.168,-0.036,0.035,0.006,0.012
Adam Larsson,ADAM.LARSSON,8476457,20-21,EDM,D,R,1992-11-12,27,2011,1,4,56,-0.159,0.454,0.718,0.112,0.005,-0.021,-0.158,0.413,-0.016,0.251,0.045,0.084
Adam Larsson,ADAM.LARSSON,8476457,21-22,SEA,D,R,1992-11-12,28,2011,1,4,55,0.058,0.018,0.259,-0.32,-0.028,-0.01,0.059,-0.019,-0.037,-0.004,-0.001,-0.001
Adam Lowry,ADAM.LOWRY,8476392,14-15,WPG,L,L,1993-03-29,21,2011,3,67,80,0.011,0.051,1.52,0.245,0.022,-0.007,0.077,0.061,0.014,0.145,0.028,0.053
Adam Lowry,ADAM.LOWRY,8476392,15-16,WPG,L,L,1993-03-29,22,2011,3,67,74,0.033,-0.031,-1.181,-0.918,-0.005,-0.017,0.013,-0.167,-0.023,-0.174,-0.034,-0.064
Adam Lowry,ADAM.LOWRY,8476392,16-17,WPG,L,L,1993-03-29,23,2011,3,67,82,0.141,0.149,0.139,-0.628,0.02,-0.013,0.141,0.028,0.007,0.15,0.028,0.054
Adam Lowry,ADAM.LOWRY,8476392,17-18,WPG,L,L,1993-03-29,24,2011,3,67,45,0.31,0.552,-0.45,0.982,0.087,-0.021,0.264,0.615,0.067,0.867,0.169,0.323
Adam Lowry,ADAM.LOWRY,8476392,18-19,WPG,L,L,1993-03-29,25,2011,3,67,78,-0.052,0.168,-0.648,-0.013,0.074,0.023,-0.057,0.139,0.097,0.186,0.035,0.065
Adam Lowry,ADAM.LOWRY,8476392,19-20,WPG,L,L,1993-03-29,26,2011,3,67,49,-0.19,-0.027,-0.926,0.911,0.073,-0.067,-0.203,0.115,0.005,-0.053,-0.009,-0.018
Adam Lowry,ADAM.LOWRY,8476392,20-21,WPG,L,L,1993-03-29,27,2011,3,67,52,0.32,0.106,-3.414,0.955,0.077,0.008,0.087,0.247,0.084,0.385,0.069,0.129
Adam Lowry,ADAM.LOWRY,8476392,21-22,WPG,C/L,L,1993-03-29,28,2011,3,67,53,-0.479,0.244,-0.863,0.326,0.054,0.059,-0.5,0.257,0.114,-0.063,-0.011,-0.021
Adam Mair,ADAM.MAIR,8466216,07-08,BUF,C,R,1979-02-15,28,1997,4,84,71,0.101,0.108,-0.111,0.955,-0.026,-0.051,0.097,0.129,-0.077,0.142,0.026,0.049
Adam Mair,ADAM.MAIR,8466216,08-09,BUF,C,R,1979-02-15,29,1997,4,84,75,0.059,0.116,-1.464,0.104,-0.14,-0.091,0.035,0.116,-0.231,-0.084,-0.015,-0.029
Adam Mair,ADAM.MAIR,8466216,09-10,BUF,C,R,1979-02-15,30,1997,4,84,69,0.083,0.023,1.238,-0.192,-0.167,-0.008,0.091,0.022,-0.175,-0.064,-0.012,-0.022
Adam Mair,ADAM.MAIR,8466216,10-11,N.J,C,R,1979-02-15,31,1997,4,84,65,-0.484,0.014,-0.8,-1.593,0.038,-0.046,-0.487,-0.056,-0.008,-0.527,-0.094,-0.18
Adam McQuaid,ADAM.MCQUAID,8471717,09-10,BOS,D,R,1986-10-12,22,2005,2,55,19,-0.485,0.243,0.135,-0.078,0.048,-0.015,-0.484,0.232,0.033,-0.202,-0.037,-0.07
Adam McQuaid,ADAM.MCQUAID,8471717,10-11,BOS,D,R,1986-10-12,23,2005,2,55,67,0.71,0.076,-0.34,0.446,0.027,0.023,0.705,0.112,0.051,0.795,0.142,0.272
Adam McQuaid,ADAM.MCQUAID,8471717,11-12,BOS,D,R,1986-10-12,24,2005,2,55,72,0.144,0.053,-0.213,0.479,-0.004,0.005,0.143,0.083,0.001,0.216,0.038,0.07
Adam McQuaid,ADAM.MCQUAID,8471717,12-13,BOS,D,R,1986-10-12,25,2005,2,55,32,-0.083,0.054,0.003,0.508,-0.172,-0.015,-0.083,0.073,-0.187,-0.193,-0.036,-0.067
Adam McQuaid,ADAM.MCQUAID,8471717,13-14,BOS,D,R,1986-10-12,26,2005,2,55,30,0.436,0.438,0.477,1.042,-0.068,0.018,0.436,0.507,-0.05,0.839,0.159,0.297
Adam McQuaid,ADAM.MCQUAID,8471717,14-15,BOS,D,R,1986-10-12,27,2005,2,55,63,-0.345,0.246,-0.261,0.551,-0.094,0.053,-0.344,0.278,-0.041,-0.072,-0.014,-0.026
Adam McQuaid,ADAM.MCQUAID,8471717,15-16,BOS,D,R,1986-10-12,28,2005,2,55,64,-0.231,-0.012,1.471,0.53,-0.062,0.026,-0.227,0.061,-0.037,-0.169,-0.033,-0.063
Adam McQuaid,ADAM.MCQUAID,8471717,16-17,BOS,D,R,1986-10-12,29,2005,2,55,77,-0.11,0.053,-0.329,0.26,0.019,0.004,-0.11,0.081,0.023,0.008,0.001,0.003
Adam McQuaid,ADAM.MCQUAID,8471717,17-18,BOS,D,R,1986-10-12,30,2005,2,55,38,-0.441,-0.153,0.424,0.372,-0.034,-0.06,-0.44,-0.084,-0.094,-0.553,-0.108,-0.206
Adam McQuaid,ADAM.MCQUAID,8471717,18-19,CBJ/NYR,D,R,1986-10-12,31,2005,2,55,50,-0.131,0.157,0.167,-0.257,-0.018,0.026,-0.131,0.111,0.009,0.003,0.001,0.001
Adam Pardy,ADAM.PARDY,8471385,08-09,CGY,D,L,1984-03-29,24,2004,6,173,59,0.107,0.074,-1.925,0.224,-0.132,0.032,0.061,0.083,-0.1,0.037,0.007,0.013
Adam Pardy,ADAM.PARDY,8471385,09-10,CGY,D,L,1984-03-29,25,2004,6,173,57,-0.104,0.296,-2.002,0.793,-0.021,0.041,-0.142,0.333,0.019,0.214,0.039,0.074
Adam Pardy,ADAM.PARDY,8471385,10-11,CGY,D,L,1984-03-29,26,2004,6,173,30,0.461,0.195,0.639,0.642,-0.096,0.059,0.464,0.214,-0.036,0.615,0.11,0.211
Adam Pardy,ADAM.PARDY,8471385,11-12,DAL,D,L,1984-03-29,27,2004,6,173,36,0.025,-0.049,-0.271,-1.181,-0.006,0.003,0.023,-0.106,-0.003,-0.086,-0.015,-0.028
Adam Pardy,ADAM.PARDY,8471385,12-13,BUF,D,L,1984-03-29,28,2004,6,173,17,0.533,0.224,0.023,0.94,-0.118,0.087,0.531,0.275,-0.031,0.732,0.136,0.252
Adam Pardy,ADAM.PARDY,8471385,13-14,WPG,D,L,1984-03-29,29,2004,6,173,60,0.1,0.299,-0.074,-0.496,-0.031,-0.013,0.099,0.244,-0.044,0.29,0.055,0.103
Adam Pardy,ADAM.PARDY,8471385,14-15,WPG,D,L,1984-03-29,30,2004,6,173,55,0.249,-0.054,-0.407,-0.954,-0.038,0.094,0.244,-0.201,0.056,0.061,0.012,0.022
Adam Pardy,ADAM.PARDY,8471385,15-16,EDM/WPG,D,L,1984-03-29,31,2004,6,173,23,-0.434,-0.001,0.083,1.638,0.017,0.057,-0.433,0.248,0.074,-0.045,-0.009,-0.017
Adam Pardy,ADAM.PARDY,8471385,16-17,NSH,D,L,1984-03-29,32,2004,6,173,4,-0.402,-0.556,0,0.173,-0.611,-0.061,-0.402,-0.55,-0.672,-1.619,-0.305,-0.59
Adam Payerl,ADAM.PAYERL,8476522,13-14,PIT,C,R,1991-03-04,22,2009,NA,NA,2,-0.134,0.096,0,0,-0.376,-0.138,-0.134,0.096,-0.514,-0.551,-0.104,-0.196
Adam Pelech,ADAM.PELECH,8476917,15-16,NYI,D,L,1994-08-16,21,2012,3,65,9,-0.129,0.238,0.019,0.693,0.135,-0.062,-0.125,0.288,0.072,0.239,0.046,0.088
Adam Pelech,ADAM.PELECH,8476917,16-17,NYI,D,L,1994-08-16,22,2012,3,65,44,-0.035,-0.063,-0.417,0.89,0.101,0.017,-0.036,-0.008,0.118,0.076,0.014,0.028
Adam Pelech,ADAM.PELECH,8476917,17-18,NYI,D,L,1994-08-16,23,2012,3,65,78,0.071,0.211,1.619,-0.666,0.027,-0.023,0.101,0.105,0.003,0.192,0.037,0.072
Adam Pelech,ADAM.PELECH,8476917,18-19,NYI,D,L,1994-08-16,24,2012,3,65,78,-0.023,0.423,-0.846,0.113,0.027,-0.027,-0.027,0.396,-0.001,0.363,0.068,0.127
Adam Pelech,ADAM.PELECH,8476917,19-20,NYI,D,L,1994-08-16,25,2012,3,65,38,-0.095,0.352,-0.369,1.195,0.006,-0.019,-0.096,0.464,-0.013,0.358,0.064,0.122
Adam Pelech,ADAM.PELECH,8476917,20-21,NYI,D,L,1994-08-16,26,2012,3,65,56,0.142,0.458,-0.867,-0.792,0.046,-0.001,0.134,0.324,0.044,0.476,0.085,0.159
Adam Pelech,ADAM.PELECH,8476917,21-22,NYI,D,L,1994-08-16,27,2012,3,65,45,0.183,0.384,-1.011,0.481,0.072,-0.026,0.17,0.394,0.046,0.58,0.104,0.197
Adam Pineault,ADAM.PINEAULT,8471259,07-08,CBJ,R,R,1986-05-23,21,2004,2,46,3,-0.438,-1.172,0,0,0.183,-0.193,-0.438,-1.172,-0.01,-1.62,-0.293,-0.564
Adam Raska,ADAM.RASKA,8482197,21-22,S.J,R,R,2001-09-25,19,2020,7,201,5,-0.134,-0.137,-0.001,0,-0.185,0.66,-0.134,-0.137,0.475,0.204,0.036,0.069
Adam Ruzicka,ADAM.RUZICKA,8480008,20-21,CGY,C,L,1999-05-11,21,2017,4,109,3,0.91,-0.146,-0.173,0.177,-0.493,-0.12,0.747,-0.143,-0.614,-0.018,-0.003,-0.006
Adam Ruzicka,ADAM.RUZICKA,8480008,21-22,CGY,C,L,1999-05-11,22,2017,4,109,19,0.911,0.045,-0.555,0.235,-0.045,0.064,0.867,0.045,0.019,0.929,0.166,0.315
Adrian Aucoin,ADRIAN.AUCOIN,8459053,07-08,CGY,D,R,1973-07-03,34,1992,5,117,76,0.347,0.158,0.377,-0.114,0.071,0.021,0.354,0.131,0.092,0.517,0.094,0.18
Adrian Aucoin,ADRIAN.AUCOIN,8459053,08-09,CGY,D,R,1973-07-03,35,1992,5,117,80,-0.056,-0.027,0.167,0.387,0.059,-0.048,-0.007,0.041,0.011,0.037,0.007,0.013
Adrian Aucoin,ADRIAN.AUCOIN,8459053,09-10,ARI,D,R,1973-07-03,36,1992,5,117,82,-0.111,0.169,0.21,-0.19,0.008,-0.018,-0.059,0.119,-0.01,0.04,0.007,0.014
Adrian Aucoin,ADRIAN.AUCOIN,8459053,10-11,ARI,D,R,1973-07-03,37,1992,5,117,75,0.274,-0.03,-0.844,-0.027,-0.045,-0.005,0.222,-0.029,-0.051,0.11,0.02,0.038
Adrian Aucoin,ADRIAN.AUCOIN,8459053,11-12,ARI,D,R,1973-07-03,38,1992,5,117,64,0.093,0.015,-1.023,0.122,-0.017,0.008,0.062,0.026,-0.008,0.072,0.013,0.023
Adrian Aucoin,ADRIAN.AUCOIN,8459053,12-13,CBJ,D,R,1973-07-03,39,1992,5,117,36,-0.399,-0.055,-0.137,0.729,0.028,-0.046,-0.399,0.018,-0.018,-0.362,-0.067,-0.124
Adrian Kempe,ADRIAN.KEMPE,8477960,16-17,L.A,L,L,1996-09-13,20,2014,1,29,25,-0.583,-0.012,2.744,0.7,0.017,0.041,-0.357,0.028,0.058,-0.252,-0.047,-0.092
Adrian Kempe,ADRIAN.KEMPE,8477960,17-18,L.A,L,L,1996-09-13,21,2014,1,29,81,0.325,-0.313,-0.439,-0.2,-0.074,-0.065,0.26,-0.313,-0.139,-0.167,-0.032,-0.062
Adrian Kempe,ADRIAN.KEMPE,8477960,18-19,L.A,L,L,1996-09-13,22,2014,1,29,81,-0.016,0.16,-0.59,-0.219,-0.027,-0.003,-0.072,0.145,-0.029,0.032,0.006,0.011
Adrian Kempe,ADRIAN.KEMPE,8477960,19-20,L.A,L,L,1996-09-13,23,2014,1,29,69,-0.216,0.09,0.078,0.288,0.02,-0.009,-0.167,0.104,0.011,-0.057,-0.01,-0.019
Adrian Kempe,ADRIAN.KEMPE,8477960,20-21,L.A,L,L,1996-09-13,24,2014,1,29,56,-0.057,-0.18,0.257,1.641,-0.024,-0.038,0.003,-0.003,-0.062,-0.062,-0.011,-0.021
Adrian Kempe,ADRIAN.KEMPE,8477960,21-22,L.A,C/L,L,1996-09-13,25,2014,1,29,51,0.51,-0.232,0.234,-1.63,-0.011,0.041,0.459,-0.373,0.03,0.137,0.025,0.047
Akim Aliu,AKIM.ALIU,8474049,11-12,CGY,R,R,1989-04-24,22,2007,2,56,2,1.712,-0.461,-0.032,0,0.155,0.856,1.656,-0.461,1.01,2.221,0.387,0.718
Akim Aliu,AKIM.ALIU,8474049,12-13,CGY,R,R,1989-04-24,23,2007,2,56,5,-0.838,-0.673,-0.429,0,-0.043,0.097,-0.812,-0.673,0.054,-1.379,-0.256,-0.474
Alain Nasreddine,ALAIN.NASREDDINE,8459558,07-08,PIT,D,L,1975-07-10,32,1993,6,135,6,0,-0.231,0.402,1.402,-0.088,0.071,0.003,-0.017,-0.017,-0.032,-0.006,-0.011
Alan Quine,ALAN.QUINE,8476409,15-16,NYI,C,L,1993-02-25,22,2013,6,166,2,-0.388,0.054,-0.063,-0.612,0.141,-0.131,-0.349,-0.011,0.01,-0.318,-0.061,-0.118
Alan Quine,ALAN.QUINE,8476409,16-17,NYI,C,L,1993-02-25,23,2013,6,166,61,0.506,-0.294,-0.68,-2.135,0.078,-0.059,0.398,-0.352,0.019,0.084,0.016,0.031
Alan Quine,ALAN.QUINE,8476409,17-18,NYI,C,L,1993-02-25,24,2013,6,166,21,-0.137,-0.246,-0.002,0.257,0.038,-0.082,-0.136,-0.232,-0.044,-0.406,-0.079,-0.151
Alan Quine,ALAN.QUINE,8476409,18-19,CGY,C,L,1993-02-25,25,2013,6,166,13,-0.043,-0.01,1.145,0,-0.131,-0.124,-0.014,-0.01,-0.255,-0.278,-0.052,-0.098
Alan Quine,ALAN.QUINE,8476409,19-20,CGY,C,L,1993-02-25,26,2013,6,166,9,-0.826,-0.04,0.113,0,-0.125,-0.124,-0.824,-0.04,-0.25,-1.108,-0.197,-0.378
Alec Martinez,ALEC.MARTINEZ,8474166,09-10,L.A,D,L,1987-07-26,22,2007,4,95,4,-0.65,1.636,0.168,-0.373,-0.053,-0.072,-0.626,1.615,-0.124,0.824,0.149,0.287
Alec Martinez,ALEC.MARTINEZ,8474166,10-11,L.A,D,L,1987-07-26,23,2007,4,95,60,0.248,0.358,-0.999,0.561,0.043,-0.055,0.103,0.359,-0.011,0.408,0.073,0.139
Alec Martinez,ALEC.MARTINEZ,8474166,11-12,L.A,D,L,1987-07-26,24,2007,4,95,51,-0.041,0.437,1.673,0.772,0.118,-0.01,0.169,0.44,0.107,0.659,0.115,0.213
Alec Martinez,ALEC.MARTINEZ,8474166,12-13,L.A,D,L,1987-07-26,25,2007,4,95,27,-0.725,0.374,-2.025,-2.422,0.02,-0.034,-0.833,0.237,-0.013,-0.584,-0.108,-0.201
Alec Martinez,ALEC.MARTINEZ,8474166,13-14,L.A,D,L,1987-07-26,26,2007,4,95,61,0.326,0.23,0.229,-1.545,0.047,-0.005,0.314,0.174,0.042,0.497,0.094,0.176
Alec Martinez,ALEC.MARTINEZ,8474166,14-15,L.A,D,L,1987-07-26,27,2007,4,95,56,0.321,0.031,-0.349,1.58,0.082,0.025,0.249,0.168,0.107,0.484,0.092,0.176
Alec Martinez,ALEC.MARTINEZ,8474166,15-16,L.A,D,L,1987-07-26,28,2007,4,95,78,0.279,0.06,1.859,-0.505,0.015,0.006,0.446,-0.007,0.02,0.406,0.078,0.151
Alec Martinez,ALEC.MARTINEZ,8474166,16-17,L.A,D,L,1987-07-26,29,2007,4,95,82,0.123,0.073,1.155,0.31,0.039,-0.03,0.239,0.1,0.009,0.308,0.058,0.112
Alec Martinez,ALEC.MARTINEZ,8474166,17-18,L.A,D,L,1987-07-26,30,2007,4,95,77,0.102,-0.019,0.4,-0.1,0.024,-0.04,0.131,-0.028,-0.016,0.074,0.014,0.027
Alec Martinez,ALEC.MARTINEZ,8474166,18-19,L.A,D,L,1987-07-26,31,2007,4,95,60,0.232,-0.071,-1.276,0.401,0.093,-0.024,0.138,-0.027,0.068,0.167,0.031,0.059
Alec Martinez,ALEC.MARTINEZ,8474166,19-20,L.A/VGK,D,L,1987-07-26,32,2007,4,95,51,0.285,0.077,0.636,-0.887,0.048,-0.006,0.31,-0.005,0.042,0.318,0.057,0.109
Alec Martinez,ALEC.MARTINEZ,8474166,20-21,VGK,D,L,1987-07-26,33,2007,4,95,53,0.537,-0.037,1.425,-1.03,0.069,-0.049,0.603,-0.153,0.02,0.404,0.073,0.135
Alec Martinez,ALEC.MARTINEZ,8474166,21-22,VGK,D,L,1987-07-26,34,2007,4,95,11,0.217,-0.528,-0.12,-0.297,0.022,-0.014,0.199,-0.51,0.008,-0.285,-0.051,-0.097
Alec Regula,ALEC.REGULA,8480831,20-21,CHI,D,R,2000-08-06,20,2018,3,67,3,-0.864,-1.538,-0.068,0,0.126,-0.058,-0.829,-1.538,0.067,-2.22,-0.399,-0.742
Alec Regula,ALEC.REGULA,8480831,21-22,CHI,D,R,2000-08-06,21,2018,3,67,4,-0.647,0.394,-0.191,0.418,0.126,0.101,-0.62,0.395,0.228,-0.002,0,-0.001
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,13-14,FLA,C,L,1995-09-02,18,2013,1,2,54,0.283,0.215,0.104,0.576,0.083,-0.068,0.255,0.218,0.015,0.444,0.084,0.157
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,14-15,FLA,C,L,1995-09-02,19,2013,1,2,71,0.019,0.103,0.411,-0.158,0.055,-0.026,0.07,0.095,0.029,0.178,0.034,0.064
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,15-16,FLA,C,L,1995-09-02,20,2013,1,2,66,0.616,-0.033,0.443,0.168,0.099,0.028,0.588,-0.011,0.126,0.636,0.123,0.236
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,16-17,FLA,C,L,1995-09-02,21,2013,1,2,61,0.625,0.157,0.067,0.748,0.087,0.021,0.534,0.203,0.108,0.761,0.143,0.277
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,17-18,FLA,C,L,1995-09-02,22,2013,1,2,79,0.499,0.001,0.112,0.529,0.106,0.007,0.432,0.052,0.113,0.536,0.104,0.2
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,18-19,FLA,C,L,1995-09-02,23,2013,1,2,82,0.632,-0.051,1.392,-0.486,0.11,0.086,0.768,-0.101,0.196,0.783,0.146,0.275
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,19-20,FLA,C,L,1995-09-02,24,2013,1,2,66,0.216,-0.203,0.603,-1.781,0.073,0.017,0.288,-0.312,0.09,0.104,0.018,0.035
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,20-21,FLA,C,L,1995-09-02,25,2013,1,2,50,0.479,0.129,1.003,-0.487,0.057,0.035,0.588,0.076,0.092,0.68,0.122,0.227
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,21-22,FLA,C,L,1995-09-02,26,2013,1,2,40,0.58,-0.055,1.046,1.324,0.073,-0.025,0.67,0.118,0.049,0.722,0.129,0.245
Aleksi Heponiemi,ALEKSI.HEPONIEMI,8480037,20-21,FLA,C,L,1999-01-09,21,2017,2,40,9,0.457,-0.015,-0.009,-0.371,0.034,0.08,0.45,-0.019,0.114,0.525,0.094,0.175
Aleksi Heponiemi,ALEKSI.HEPONIEMI,8480037,21-22,FLA,C,L,1999-01-09,22,2017,2,40,4,-1.173,-0.403,0.12,-0.09,0.134,-0.122,-1.16,-0.401,0.012,-1.539,-0.275,-0.521
Aleksi Saarela,ALEKSI.SAARELA,8478839,19-20,FLA,C,L,1997-01-07,22,2015,3,89,9,0.116,-0.029,3.033,-0.603,0.134,-0.124,0.192,-0.029,0.01,0.172,0.031,0.059
Ales Hemsky,ALES.HEMSKY,8469466,07-08,EDM,R,R,1983-08-13,24,2001,1,13,74,0.3,-0.044,1.119,-0.148,0.036,0.092,0.473,-0.046,0.128,0.552,0.1,0.192
Ales Hemsky,ALES.HEMSKY,8469466,08-09,EDM,R,R,1983-08-13,25,2001,1,13,72,0.24,0.084,0.516,-1.101,0.063,0.136,0.304,0.075,0.199,0.551,0.1,0.192
Ales Hemsky,ALES.HEMSKY,8469466,09-10,EDM,R,R,1983-08-13,26,2001,1,13,22,0.844,0.237,1.052,-1.045,0.052,0.075,0.888,0.234,0.127,1.162,0.21,0.405
Ales Hemsky,ALES.HEMSKY,8469466,10-11,EDM,R,R,1983-08-13,27,2001,1,13,47,0.516,-0.371,-0.471,-1.397,0.051,0.035,0.335,-0.426,0.086,0.056,0.01,0.019
Ales Hemsky,ALES.HEMSKY,8469466,11-12,EDM,R,R,1983-08-13,28,2001,1,13,69,-0.076,-0.085,0.075,-0.011,0.016,-0.007,-0.057,-0.084,0.009,-0.119,-0.021,-0.039
Ales Hemsky,ALES.HEMSKY,8469466,12-13,EDM,R,R,1983-08-13,29,2001,1,13,38,-0.003,-0.269,2.194,-0.58,-0.001,-0.068,0.368,-0.27,-0.069,0.07,0.013,0.024
Ales Hemsky,ALES.HEMSKY,8469466,13-14,EDM/OTT,R,R,1983-08-13,30,2001,1,13,75,0.411,0.085,0.432,-0.81,0.044,0.006,0.414,0.073,0.05,0.514,0.097,0.182
Ales Hemsky,ALES.HEMSKY,8469466,14-15,DAL,R,R,1983-08-13,31,2001,1,13,76,0.313,-0.134,-0.488,-0.152,0.057,0.032,0.195,-0.134,0.089,0.169,0.032,0.061
Ales Hemsky,ALES.HEMSKY,8469466,15-16,DAL,R,R,1983-08-13,32,2001,1,13,75,0.536,-0.169,-0.487,-0.516,0.034,-0.028,0.409,-0.17,0.005,0.261,0.05,0.097
Ales Hemsky,ALES.HEMSKY,8469466,16-17,DAL,R,R,1983-08-13,33,2001,1,13,15,-0.106,0.212,0.552,-0.476,0.135,-0.076,-0.037,0.207,0.059,0.204,0.038,0.074
Ales Hemsky,ALES.HEMSKY,8469466,17-18,MTL,R,R,1983-08-13,34,2001,1,13,7,-1.023,-0.348,-1.222,-1.748,-0.673,0.189,-1.076,-0.351,-0.484,-1.798,-0.35,-0.67
Ales Kotalik,ALES.KOTALIK,8467502,07-08,BUF,R,R,1978-12-23,28,1998,6,164,78,-0.446,0.175,1.184,-0.663,-0.065,-0.094,-0.098,0.173,-0.159,-0.121,-0.022,-0.042
Ales Kotalik,ALES.KOTALIK,8467502,08-09,BUF/EDM,R,R,1978-12-23,29,1998,6,164,75,0.116,0.056,1.441,-0.208,0.049,-0.056,0.363,0.056,-0.007,0.395,0.071,0.137
Ales Kotalik,ALES.KOTALIK,8467502,09-10,CGY/NYR,R,R,1978-12-23,30,1998,6,164,71,-0.034,-0.098,0.152,-0.672,-0.09,-0.068,0.007,-0.1,-0.158,-0.228,-0.041,-0.079
Ales Kotalik,ALES.KOTALIK,8467502,10-11,CGY,R,R,1978-12-23,31,1998,6,164,26,-0.404,-0.149,0.412,-0.045,0.027,0.012,-0.311,-0.149,0.039,-0.398,-0.071,-0.136
Alex Alexeyev,ALEX.ALEXEYEV,8480823,21-22,WSH,D,L,1999-11-15,21,2018,1,31,1,-0.267,0.115,0,0,-0.911,-0.061,-0.267,0.115,-0.973,-1.124,-0.201,-0.381
Alex Barabanov,ALEX.BARABANOV,8482222,20-21,S.J/TOR,L,L,1994-06-17,26,2012,NA,NA,22,0.719,-0.345,-0.499,0,0.017,0.003,0.582,-0.345,0.02,0.286,0.051,0.096
Alex Barabanov,ALEX.BARABANOV,8482222,21-22,S.J,L,L,1994-06-17,27,2012,NA,NA,45,0.254,0.089,0.348,0.021,0.077,-0.057,0.265,0.089,0.02,0.359,0.064,0.122
Alex Barre-Boulet,ALEX.BARRE-BOULET,8479718,20-21,T.B,C,L,1997-05-21,23,2015,NA,NA,15,0.101,0.723,-1.403,-0.08,0.13,-0.12,-0.172,0.722,0.009,0.422,0.076,0.141
Alex Barre-Boulet,ALEX.BARRE-BOULET,8479718,21-22,SEA/T.B,C,L,1997-05-21,24,2015,NA,NA,16,0.253,-0.121,-0.773,-0.003,0.02,0.134,0.091,-0.121,0.153,0.143,0.026,0.048
Alex Belzile,ALEX.BELZILE,8475968,20-21,MTL,R,R,1991-08-31,29,2009,NA,NA,2,0.585,-0.212,-0.044,0,0.13,-0.12,0.547,-0.212,0.009,0.357,0.064,0.119
Alex Belzile,ALEX.BELZILE,8475968,21-22,MTL,R,R,1991-08-31,30,2009,NA,NA,11,0.041,0.257,-0.665,0.505,-0.07,0.054,-0.025,0.27,-0.016,0.202,0.036,0.069
Alex Biega,ALEX.BIEGA,8473415,14-15,VAN,D,R,1988-04-04,26,2006,5,147,7,0.071,-0.035,-0.103,-0.336,0.132,-0.062,0.069,-0.04,0.071,0.098,0.019,0.036
Alex Biega,ALEX.BIEGA,8473415,15-16,VAN,D,R,1988-04-04,27,2006,5,147,51,0.226,-0.196,0.522,0.066,0.033,0.022,0.23,-0.179,0.054,0.092,0.018,0.034
Alex Biega,ALEX.BIEGA,8473415,16-17,VAN,D,R,1988-04-04,28,2006,5,147,36,-0.206,-0.379,-1.028,-2.303,-0.074,-0.016,-0.22,-0.475,-0.09,-0.763,-0.144,-0.278
Alex Biega,ALEX.BIEGA,8473415,17-18,VAN,D,R,1988-04-04,29,2006,5,147,44,-0.191,0.117,0.16,0.206,-0.108,0.006,-0.19,0.122,-0.101,-0.16,-0.031,-0.059
Alex Biega,ALEX.BIEGA,8473415,18-19,VAN,D,R,1988-04-04,30,2006,5,147,41,0.302,0.199,0.943,0.027,-0.045,0.014,0.305,0.192,-0.031,0.449,0.084,0.158
Alex Biega,ALEX.BIEGA,8473415,19-20,DET,D,R,1988-04-04,31,2006,5,147,49,-0.323,-0.012,-0.36,1.035,-0.031,0.052,-0.323,0.098,0.021,-0.168,-0.03,-0.057
Alex Biega,ALEX.BIEGA,8473415,20-21,DET,D,R,1988-04-04,32,2006,5,147,13,0.365,-0.343,0,0.452,0.042,0.024,0.365,-0.26,0.066,0.133,0.024,0.044
Alex Biega,ALEX.BIEGA,8473415,21-22,TOR,D,R,1988-04-04,33,2006,5,147,2,-0.715,0.275,0,0.676,0.126,0.428,-0.715,0.285,0.555,0.142,0.025,0.048
