"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Adam Erne","ADAM.ERNE","8477454","21-22","DET","L","L",1995-04-20,26,2013,2,33,52,719.17,33.64,46.19,46.49,44.55,48.25,1.75,3.45,27.16,31.63,36.25,41.73,46.28,57.61,2.56,2.74,-1.7,-4.48,-5.48,-11.32,-0.19,6.44,89.09
"Adam Foote","ADAM.FOOTE","8456283","07-08","CBJ/COL","D","R",1971-07-10,36,1989,2,22,75,1754.25,40.65,42.8,42.54,42.31,42.32,1.82,2.66,23.77,31.76,31.5,42.54,40.39,55.07,1.9,2.59,-0.84,-7.99,-11.04,-14.68,-0.69,7.66,91.63
"Adam Foote","ADAM.FOOTE","8456283","08-09","COL","D","R",1971-07-10,37,1989,2,22,42,825.65,28.37,37.06,36.83,34.98,35.34,1.42,3.58,21.46,36.44,29.11,49.92,37.09,68.94,1.74,3.18,-2.16,-14.98,-20.82,-31.85,-1.44,6.61,90.18
"Adam Foote","ADAM.FOOTE","8456283","09-10","COL","D","R",1971-07-10,38,1989,2,22,67,1297.13,43.61,38.77,38.17,38.37,38.73,2.52,3.26,23.82,37.62,32.28,52.3,42.08,67.6,2.01,3.19,-0.74,-13.8,-20.01,-25.52,-1.17,10.59,91.33
"Adam Foote","ADAM.FOOTE","8456283","10-11","COL","D","R",1971-07-10,39,1989,2,22,47,842.48,31.39,37.17,36.62,36.21,38.2,2.03,4.44,23.23,39.27,30.8,53.31,40.1,70.64,2.12,3.42,-2.41,-16.04,-22.51,-30.54,-1.31,8.74,88.7
"Adam Fox","ADAM.FOX","8479323","19-20","NYR","D","R",1998-02-17,21,2016,3,66,70,1323.3,63.82,55.49,55.92,55.03,56.31,3.93,2.23,33.98,27.26,46.22,36.44,60.28,49.26,3.18,2.47,1.7,6.73,9.79,11.03,0.71,11.55,91.84
"Adam Fox","ADAM.FOX","8479323","20-21","NYR","D","R",1998-02-17,22,2016,3,66,55,1358.85,63.05,54.69,54.39,53.5,58.96,4.01,2.35,32.76,27.13,46.07,38.63,59.4,51.62,3.66,2.55,1.66,5.62,7.44,7.78,1.11,12.25,91.34
"Adam Fox","ADAM.FOX","8479323","21-22","NYR","D","R",1998-02-17,23,2016,3,66,50,1219.93,64.6,53.6,53.15,51.42,57,4.01,2.2,31.86,27.58,44.71,39.41,57.22,54.07,3.59,2.71,1.81,4.28,5.29,3.15,0.88,12.59,92.03
"Adam Gaudette","ADAM.GAUDETTE","8478874","17-18","VAN","C","R",1996-10-03,20,2015,5,149,5,63.93,100,46.73,46.64,46.92,49.91,1.83,0,27.52,31.37,39.04,44.67,54.89,62.09,2.68,2.69,1.83,-3.86,-5.63,-7.21,-0.01,6.65,100
"Adam Gaudette","ADAM.GAUDETTE","8478874","18-19","VAN","C","R",1996-10-03,21,2015,5,149,56,613.15,48.51,48.56,50.01,50.26,44.42,2.35,2.5,28.89,30.61,40.46,40.45,54.37,53.81,2.01,2.52,-0.14,-1.72,0.01,0.56,-0.51,8.14,91.85
"Adam Gaudette","ADAM.GAUDETTE","8478874","19-20","VAN","C","R",1996-10-03,22,2015,5,149,59,730.63,55.2,48.03,50.9,50.91,52.98,3.74,3.03,30.59,33.1,44.21,42.66,59.15,57.03,2.76,2.45,0.7,-2.51,1.56,2.12,0.31,12.21,90.84
"Adam Gaudette","ADAM.GAUDETTE","8478874","20-21","CHI/VAN","C","R",1996-10-03,23,2015,5,149,40,444.85,36.32,48.45,48.39,48.32,43.31,2.01,3.53,31.44,33.45,42.16,44.97,57.15,61.11,2.44,3.2,-1.52,-2.01,-2.81,-3.97,-0.76,6.4,89.44
"Adam Gaudette","ADAM.GAUDETTE","8478874","21-22","CHI/OTT","C","R",1996-10-03,24,2015,5,149,31,356.17,47.07,50.38,51.54,52.24,51.07,2.63,2.96,31.1,30.63,43.73,41.12,57.6,52.66,2.89,2.77,-0.33,0.47,2.61,4.94,0.12,8.45,90.35
"Adam Hall","ADAM.HALL","8467925","07-08","PIT","R","R",1980-08-14,27,1999,2,52,46,546.15,25.89,31.18,29.61,28.49,26.89,0.87,2.48,16.31,36.01,22.44,53.33,28.09,70.51,1.27,3.45,-1.62,-19.7,-30.9,-42.42,-2.18,5.32,93.1
"Adam Hall","ADAM.HALL","8467925","08-09","T.B","R","R",1980-08-14,28,1999,2,52,74,828.65,27.3,40.17,39.18,37.74,36.92,1.11,2.95,23.05,34.33,30.16,46.81,37.88,62.5,1.74,2.97,-1.84,-11.28,-16.65,-24.62,-1.23,4.81,91.4
"Adam Hall","ADAM.HALL","8467925","10-11","T.B","R","R",1980-08-14,30,1999,2,52,82,1217.65,31.06,46.31,44.37,40.89,44.18,1.38,3.06,25.09,29.09,33.53,42.05,41.99,60.69,2.1,2.66,-1.68,-4,-8.52,-18.7,-0.55,5.5,89.48
"Adam Hall","ADAM.HALL","8467925","11-12","T.B","R","R",1980-08-14,31,1999,2,52,57,676.35,24.58,37.13,35.36,33.52,28.87,1.41,4.32,20.97,35.51,27.08,49.5,34.09,67.62,1.37,3.37,-2.91,-14.54,-22.42,-33.53,-2,6.71,87.84
"Adam Hall","ADAM.HALL","8467925","12-13","CAR/PHI/T.B","R","R",1980-08-14,32,1999,2,52,37,389.68,35.66,38.04,37.99,34.34,35.87,1.24,2.24,19.85,32.34,27.67,45.17,33.04,63.17,1.58,2.83,-1,-12.49,-17.5,-30.12,-1.25,6.27,93.06
"Adam Hall","ADAM.HALL","8467925","13-14","PHI","R","R",1980-08-14,33,1999,2,52,80,787.08,24.15,34.09,34.42,34.51,28.12,1.23,3.85,17.95,34.7,24.87,47.39,34.7,65.84,1.31,3.35,-2.62,-16.75,-22.52,-31.15,-2.04,6.82,88.91
"Adam Henrique","ADAM.HENRIQUE","8474641","10-11","N.J","C","L",1990-02-06,20,2008,3,82,1,13.35,100,89.24,71.69,58.92,88.14,4.45,0,34.65,4.18,44.04,17.39,49.12,34.25,2.34,0.31,4.45,30.47,26.65,14.88,2.02,12.84,100
"Adam Henrique","ADAM.HENRIQUE","8474641","11-12","N.J","C","L",1990-02-06,21,2008,3,82,74,1343.85,53.04,51.31,52.15,51.46,52.89,2.93,2.6,27.51,26.1,37.72,34.6,48.98,46.2,2.49,2.22,0.34,1.41,3.11,2.77,0.27,10.66,90.05
"Adam Henrique","ADAM.HENRIQUE","8474641","12-13","N.J","C","L",1990-02-06,22,2008,3,82,42,769.37,44.51,54.02,56.87,57.25,54.23,2.39,2.98,27.45,23.37,40.72,30.89,56.72,42.36,2.74,2.31,-0.59,4.08,9.84,14.36,0.43,8.71,87.24
"Adam Henrique","ADAM.HENRIQUE","8474641","13-14","N.J","C","L",1990-02-06,23,2008,3,82,77,1390.18,53.42,50.98,52.06,52.21,53.12,2.8,2.44,26.46,25.44,37.42,34.45,49.97,45.74,2.64,2.33,0.36,1.02,2.96,4.23,0.31,10.59,90.4
"Adam Henrique","ADAM.HENRIQUE","8474641","14-15","N.J","C","L",1990-02-06,24,2008,3,82,75,1330.78,48.23,43.49,44.95,44.93,46.69,2.78,2.98,24.84,32.27,34.96,42.83,47.27,57.95,2.6,2.97,-0.2,-7.43,-7.86,-10.68,-0.37,11.17,90.77
"Adam Henrique","ADAM.HENRIQUE","8474641","15-16","N.J","C","L",1990-02-06,25,2008,3,82,80,1586.12,53.91,46.57,46.45,45.82,48.07,2.96,2.53,24.85,28.51,34.31,39.56,43.95,51.97,2.7,2.92,0.43,-3.66,-5.25,-8.03,-0.22,11.9,91.13
"Adam Henrique","ADAM.HENRIQUE","8474641","16-17","N.J","C","L",1990-02-06,26,2008,3,82,82,1490.12,42.53,45.92,45.94,46.61,45.83,2.52,3.41,27.37,32.22,38.1,44.84,50.25,57.55,2.75,3.25,-0.89,-4.86,-6.73,-7.3,-0.5,9.22,89.42
"Adam Henrique","ADAM.HENRIQUE","8474641","17-18","ANA/N.J","C","L",1990-02-06,27,2008,3,82,81,1440.6,59.66,51.43,51.9,51.62,54.09,3.57,2.42,32.67,30.85,46.67,43.26,61.18,57.33,3.55,3.02,1.16,1.82,3.41,3.85,0.54,10.94,92.16
"Adam Henrique","ADAM.HENRIQUE","8474641","18-19","ANA","C","L",1990-02-06,28,2008,3,82,82,1349,52.89,48.99,49.16,49.03,50.44,2.98,2.65,28.26,29.42,41.34,42.74,54.87,57.05,2.94,2.88,0.33,-1.16,-1.41,-2.18,0.05,10.53,90.99
"Adam Henrique","ADAM.HENRIQUE","8474641","19-20","ANA","C","L",1990-02-06,29,2008,3,82,71,1197.57,52.59,54.46,54.4,54.96,54.22,3.13,2.82,33.23,27.79,46.66,39.11,61.56,50.46,3.19,2.7,0.31,5.44,7.55,11.11,0.5,9.41,89.86
"Adam Henrique","ADAM.HENRIQUE","8474641","20-21","ANA","C","L",1990-02-06,30,2008,3,82,45,721.8,43.32,48.45,49.4,51.33,46.71,2.77,3.63,29.98,31.9,41.88,42.9,57.53,54.54,2.66,3.03,-0.85,-1.92,-1.02,2.99,-0.37,9.25,88.63
"Adam Henrique","ADAM.HENRIQUE","8474641","21-22","ANA","C","L",1990-02-06,31,2008,3,82,33,552.92,62.13,55.69,55.66,56.94,56.86,4.41,2.69,35.04,27.88,49.1,39.12,65.85,49.81,3.75,2.85,1.72,7.17,9.98,16.04,0.91,12.59,90.35
"Adam Johnson","ADAM.JOHNSON","8480341","18-19","PIT","C","L",1994-06-22,24,2012,NA,NA,6,31.83,76.08,46.97,48.01,48.53,46.57,5.64,1.77,33.89,38.27,42.07,45.56,55.57,58.94,2.43,2.79,3.86,-4.37,-3.49,-3.37,-0.36,16.63,95.37
"Adam Johnson","ADAM.JOHNSON","8480341","19-20","PIT","C","L",1994-06-22,25,2012,NA,NA,7,46.87,44.77,50.97,47.89,46.17,52.03,4.11,5.07,29.6,28.47,37.42,40.71,46.34,54.02,1.64,1.51,-0.96,1.13,-3.29,-7.68,0.13,13.88,82.19
"Adam Larsson","ADAM.LARSSON","8476457","11-12","N.J","D","R",1992-11-12,18,2011,1,4,65,1340.33,50.29,51.44,51.56,53.21,54.04,2.52,2.49,27.4,25.87,36.15,33.96,48.78,42.88,2.39,2.03,0.03,1.53,2.19,5.89,0.36,9.19,90.38
"Adam Larsson","ADAM.LARSSON","8476457","12-13","N.J","D","R",1992-11-12,19,2011,1,4,37,669.75,48.81,48.04,49.84,49.68,46.69,2.3,2.41,22.48,24.31,31.81,32.02,42.93,43.48,1.93,2.21,-0.11,-1.83,-0.21,-0.55,-0.27,10.23,90.08
"Adam Larsson","ADAM.LARSSON","8476457","13-14","N.J","D","R",1992-11-12,20,2011,1,4,26,462.4,48.92,53.21,53.17,53.25,52.81,1.59,1.66,26.57,23.37,36.71,32.33,48.83,42.87,2.02,1.81,-0.07,3.21,4.38,5.96,0.22,5.97,92.91
"Adam Larsson","ADAM.LARSSON","8476457","14-15","N.J","D","R",1992-11-12,21,2011,1,4,64,1341.63,42.02,41.43,41.05,40.76,40.99,1.69,2.33,22.26,31.47,29.91,42.95,39.68,57.67,1.91,2.76,-0.64,-9.21,-13.04,-17.99,-0.84,7.58,92.6
"Adam Larsson","ADAM.LARSSON","8476457","15-16","N.J","D","R",1992-11-12,22,2011,1,4,82,1846.1,46.26,38.28,38.6,37.58,39.21,1.76,2.04,18.9,30.48,25.88,41.17,33.75,56.06,1.76,2.73,-0.28,-11.58,-15.29,-22.31,-0.97,9.3,93.3
"Adam Larsson","ADAM.LARSSON","8476457","16-17","EDM","D","R",1992-11-12,23,2011,1,4,79,1591.82,51.14,48.66,48.46,47.42,48.39,2.9,2.77,29.36,30.97,40.67,43.25,53.33,59.14,2.75,2.94,0.13,-1.62,-2.58,-5.8,-0.18,9.88,91.06
"Adam Larsson","ADAM.LARSSON","8476457","17-18","EDM","D","R",1992-11-12,24,2011,1,4,63,1381.73,46.87,46.58,46.65,46.06,47.3,2.68,3.04,30.49,34.97,41.09,46.99,53.79,62.98,2.87,3.2,-0.36,-4.48,-5.91,-9.19,-0.33,8.81,91.29
"Adam Larsson","ADAM.LARSSON","8476457","18-19","EDM","D","R",1992-11-12,25,2011,1,4,82,1773.1,33.1,45.28,45.77,46.25,43.27,1.81,3.66,27.67,33.43,38.14,45.18,50.88,59.12,2.35,3.08,-1.85,-5.77,-7.05,-8.25,-0.73,6.55,89.05
"Adam Larsson","ADAM.LARSSON","8476457","19-20","EDM","D","R",1992-11-12,26,2011,1,4,49,971.73,48.21,44.88,45.57,44.15,46.46,2.43,2.61,25.84,31.74,37.16,44.4,48.36,61.18,2.48,2.86,-0.18,-5.9,-7.23,-12.82,-0.38,9.39,91.79
"Adam Larsson","ADAM.LARSSON","8476457","20-21","EDM","D","R",1992-11-12,27,2011,1,4,56,1100.25,44.15,41.91,43.27,41.12,44.21,1.92,2.43,21.4,29.66,31.24,40.95,41.61,59.58,2.1,2.65,-0.51,-8.26,-9.71,-17.97,-0.55,8.96,91.82
"Adam Larsson","ADAM.LARSSON","8476457","21-22","SEA","D","R",1992-11-12,28,2011,1,4,55,1208.25,37.36,41.41,42.32,42.91,37.05,2.31,3.87,22.79,32.25,33.1,45.12,45.03,59.92,1.88,3.2,-1.56,-9.46,-12.02,-14.89,-1.32,10.14,87.99
"Adam Lowry","ADAM.LOWRY","8476392","14-15","WPG","L","L",1993-03-29,21,2011,3,67,80,1100.25,52.44,53.62,54.07,55.24,51.58,2.24,2.03,28.12,24.32,39.91,33.9,55.48,44.94,2.44,2.29,0.21,3.8,6.01,10.53,0.15,7.95,91.66
"Adam Lowry","ADAM.LOWRY","8476392","15-16","WPG","L","L",1993-03-29,22,2011,3,67,74,1037.37,33.95,41.17,39.82,39.67,37.87,1.62,3.15,23.99,34.28,31.55,47.67,42.26,64.26,2.04,3.34,-1.53,-10.29,-16.12,-22,-1.31,6.74,90.82
"Adam Lowry","ADAM.LOWRY","8476392","16-17","WPG","L","L",1993-03-29,23,2011,3,67,82,1316.03,46.19,46.63,46.87,46.06,48.27,2.57,2.99,28.54,32.66,39.1,44.33,51,59.72,2.78,2.98,-0.42,-4.12,-5.23,-8.72,-0.2,8.99,90.84
"Adam Lowry","ADAM.LOWRY","8476392","17-18","WPG","L","L",1993-03-29,24,2011,3,67,45,670.03,52.45,55.52,54.64,53.83,54.36,2.71,2.45,30.92,24.77,42.74,35.49,57.07,48.95,2.5,2.1,0.25,6.15,7.25,8.12,0.4,8.75,90.1
"Adam Lowry","ADAM.LOWRY","8476392","18-19","WPG","L","L",1993-03-29,25,2011,3,67,78,1141.78,44.06,44.13,44.33,44.18,41.22,1.98,2.52,26.07,33.01,36.65,46.03,49.78,62.89,2.11,3.01,-0.54,-6.94,-9.38,-13.11,-0.9,7.61,92.37
"Adam Lowry","ADAM.LOWRY","8476392","19-20","WPG","L","L",1993-03-29,26,2011,3,67,49,733.12,33.61,41.54,40.04,40.22,36.76,1.46,2.89,23.97,33.73,32.51,48.68,42.72,63.49,1.86,3.21,-1.43,-9.76,-16.18,-20.77,-1.34,6.1,91.44
"Adam Lowry","ADAM.LOWRY","8476392","20-21","WPG","L","L",1993-03-29,27,2011,3,67,52,807.35,45.97,42.81,43.5,43.71,41.22,2.48,2.92,25.08,33.51,35.69,46.36,47.38,61,2.24,3.19,-0.44,-8.42,-10.67,-13.63,-0.95,9.9,91.29
"Adam Lowry","ADAM.LOWRY","8476392","21-22","WPG","C/L","L",1993-03-29,28,2011,3,67,53,811.95,39.45,45.39,45.49,46.04,47.26,1.91,2.92,27.05,32.54,37.12,44.48,49.45,57.96,2.64,2.94,-1.02,-5.49,-7.35,-8.51,-0.31,7.05,91.01
"Adam Mair","ADAM.MAIR","8466216","07-08","BUF","C","R",1979-02-15,28,1997,4,84,71,630.73,47.73,46.1,44.92,44.03,50.43,2.17,2.38,24.56,28.72,31.55,38.69,40.32,51.26,1.84,1.8,-0.21,-4.16,-7.14,-10.94,0.03,8.84,91.72
"Adam Mair","ADAM.MAIR","8466216","08-09","BUF","C","R",1979-02-15,29,1997,4,84,75,793.42,53.89,49.31,48.13,47.75,48.78,1.95,1.67,28.92,29.73,38.15,41.12,49.88,54.57,1.97,2.07,0.28,-0.81,-2.97,-4.69,-0.1,6.75,94.38
"Adam Mair","ADAM.MAIR","8466216","09-10","BUF","C","R",1979-02-15,30,1997,4,84,69,637.28,47.87,49.22,48.83,50.49,47.86,2.09,2.27,28.41,29.31,38.1,39.92,51.3,50.3,1.96,2.13,-0.19,-0.9,-1.82,1,-0.18,7.35,92.24
"Adam Mair","ADAM.MAIR","8466216","10-11","N.J","C","R",1979-02-15,31,1997,4,84,65,591.12,19.47,46.27,45.76,44.91,43.35,0.61,2.51,22.91,26.61,31.07,36.82,40.54,49.73,1.58,2.07,-1.91,-3.69,-5.76,-9.2,-0.49,2.65,90.55
"Adam McQuaid","ADAM.MCQUAID","8471717","09-10","BOS","D","R",1986-10-12,22,2005,2,55,19,203.93,34.51,46.19,48.52,48.69,47.88,1.52,2.89,26.89,31.32,37.95,40.26,49.82,52.51,1.92,2.09,-1.37,-4.43,-2.32,-2.69,-0.17,5.66,90.79
"Adam McQuaid","ADAM.MCQUAID","8471717","10-11","BOS","D","R",1986-10-12,23,2005,2,55,67,996,62.81,45.89,45.61,46.48,45.85,3.37,2,27.82,32.8,37.41,44.61,53.56,61.68,2.18,2.57,1.37,-4.98,-7.2,-8.12,-0.39,12.11,93.92
"Adam McQuaid","ADAM.MCQUAID","8471717","11-12","BOS","D","R",1986-10-12,24,2005,2,55,72,1076.57,56.1,45.79,47.39,49.15,46.63,2.55,1.99,25.2,29.83,36.67,40.7,52.71,54.54,1.92,2.2,0.55,-4.63,-4.04,-1.83,-0.28,10.11,93.32
"Adam McQuaid","ADAM.MCQUAID","8471717","12-13","BOS","D","R",1986-10-12,25,2005,2,55,32,457.35,50.57,54.12,53.07,52.85,50.93,1.99,1.94,29.31,24.84,39.52,34.94,54.93,49.01,2.2,2.12,0.04,4.47,4.58,5.92,0.08,6.79,92.17
"Adam McQuaid","ADAM.MCQUAID","8471717","13-14","BOS","D","R",1986-10-12,26,2005,2,55,30,481.43,54.6,48.24,48.35,47.29,51.68,2.7,2.25,26.61,28.55,36.98,39.5,49.82,55.53,2.09,1.95,0.45,-1.95,-2.52,-5.71,0.14,10.15,92.13
"Adam McQuaid","ADAM.MCQUAID","8471717","14-15","BOS","D","R",1986-10-12,27,2005,2,55,63,1161.47,38.98,45.89,45.97,45.7,44.91,1.58,2.48,25.32,29.85,35.21,41.38,47.68,56.65,1.92,2.36,-0.89,-4.53,-6.17,-8.97,-0.44,6.25,91.71
"Adam McQuaid","ADAM.MCQUAID","8471717","15-16","BOS","D","R",1986-10-12,28,2005,2,55,64,1154.57,43.89,45.56,44.03,43.64,42.01,2.08,2.66,26.77,31.99,35.87,45.59,48.18,62.21,1.97,2.72,-0.58,-5.22,-9.72,-14.03,-0.75,7.77,91.69
"Adam McQuaid","ADAM.MCQUAID","8471717","16-17","BOS","D","R",1986-10-12,29,2005,2,55,77,1404.25,44.44,50.76,50.11,49.75,47.94,2.19,2.73,29.37,28.49,40.97,40.79,55.72,56.29,2.32,2.52,-0.55,0.88,0.19,-0.57,-0.2,7.45,90.4
"Adam McQuaid","ADAM.MCQUAID","8471717","17-18","BOS","D","R",1986-10-12,30,2005,2,55,38,596.72,44.62,47.2,45.51,45.59,42.04,1.92,2.38,27.99,31.32,38.33,45.89,51.52,61.5,2.01,2.77,-0.46,-3.32,-7.56,-9.98,-0.76,6.85,92.4
"Adam McQuaid","ADAM.MCQUAID","8471717","18-19","CBJ/NYR","D","R",1986-10-12,31,2005,2,55,50,788.86,43.06,40.32,39.73,39.32,42.71,2.2,2.91,22.37,33.11,30.88,46.83,41.01,63.29,2.22,2.97,-0.71,-10.74,-15.95,-22.28,-0.76,9.83,91.22
"Adam Pardy","ADAM.PARDY","8471385","08-09","CGY","D","L",1984-03-29,24,2004,6,173,59,890.83,47.74,52.34,52.58,53.15,52.01,2.41,2.64,30.74,28,43.9,39.59,57.61,50.77,2.57,2.37,-0.23,2.74,4.32,6.83,0.2,7.83,90.58
"Adam Pardy","ADAM.PARDY","8471385","09-10","CGY","D","L",1984-03-29,25,2004,6,173,57,903.53,42.7,53.33,53.41,53.06,51.51,1.79,2.4,29.9,26.17,42.29,36.89,57.65,51,2.07,1.95,-0.61,3.73,5.4,6.66,0.12,5.99,90.82
"Adam Pardy","ADAM.PARDY","8471385","10-11","CGY","D","L",1984-03-29,26,2004,6,173,30,440.62,53.39,56.14,55.89,54.55,54.84,2.96,2.59,31.21,24.39,43.3,34.17,59.93,49.92,2.26,1.86,0.38,6.82,9.13,10,0.4,9.49,89.4
"Adam Pardy","ADAM.PARDY","8471385","11-12","DAL","D","L",1984-03-29,27,2004,6,173,36,592.9,39.58,46.34,46.21,46.15,43.26,2.09,3.19,28.08,32.52,38.46,44.76,51.5,60.08,1.96,2.58,-1.1,-4.44,-6.31,-8.58,-0.61,7.45,90.17
"Adam Pardy","ADAM.PARDY","8471385","12-13","BUF","D","L",1984-03-29,28,2004,6,173,17,280.62,55.31,40.99,40.56,41.69,43.16,2.36,1.91,22,31.67,29.24,42.85,40.05,56.03,1.77,2.34,0.45,-9.67,-13.61,-15.98,-0.56,10.73,93.98
"Adam Pardy","ADAM.PARDY","8471385","13-14","WPG","D","L",1984-03-29,29,2004,6,173,60,865.25,49.79,51.02,51.04,50.28,49.92,2.06,2.08,28.23,27.11,39.26,37.66,52.16,51.59,2.37,2.38,-0.02,1.13,1.59,0.58,-0.01,7.31,92.33
"Adam Pardy","ADAM.PARDY","8471385","14-15","WPG","D","L",1984-03-29,30,2004,6,173,55,826.03,49.29,45.85,45.58,46.16,41.57,2.34,2.4,25.72,30.37,34.18,40.82,46.94,54.74,2.26,3.17,-0.07,-4.65,-6.64,-7.8,-0.92,9.08,92.09
"Adam Pardy","ADAM.PARDY","8471385","15-16","EDM/WPG","D","L",1984-03-29,31,2004,6,173,23,365.34,30.59,45.25,44.44,43.38,47.37,1.51,3.42,26.09,31.58,36.17,45.22,46.73,61,2.55,2.84,-1.91,-5.48,-9.05,-14.27,-0.28,5.78,89.16
"Adam Pardy","ADAM.PARDY","8471385","16-17","NSH","D","L",1984-03-29,32,2004,6,173,4,43.97,33.55,47.62,43.81,41.92,37.54,1.38,2.73,31.75,34.93,39.23,50.31,48.14,66.71,1.83,3.04,-1.35,-3.18,-11.08,-18.57,-1.21,4.34,92.19
"Adam Payerl","ADAM.PAYERL","8476522","13-14","PIT","C","R",1991-03-04,22,2009,NA,NA,2,18.3,0,39.51,36.3,35.54,35.11,0,3.48,27.54,42.16,31.31,54.95,42.07,76.3,1.08,2,-3.48,-14.62,-23.64,-34.23,-0.92,0,91.76
"Adam Pelech","ADAM.PELECH","8476917","15-16","NYI","D","L",1994-08-16,21,2012,3,65,9,158.22,40.02,38.59,39.18,38.27,46.91,2.65,3.97,20.25,32.22,28.32,43.95,39.77,64.15,2.33,2.64,-1.32,-11.98,-15.63,-24.38,-0.31,13.07,87.69
"Adam Pelech","ADAM.PELECH","8476917","16-17","NYI","D","L",1994-08-16,22,2012,3,65,44,740.7,45.24,44.97,43.43,44.75,41.94,2.28,2.76,25.57,31.28,33.81,44.03,47.38,58.49,2.05,2.84,-0.48,-5.72,-10.22,-11.11,-0.79,8.92,91.18
"Adam Pelech","ADAM.PELECH","8476917","17-18","NYI","D","L",1994-08-16,23,2012,3,65,78,1503.38,43.19,41.66,41.92,42.37,41.2,2.64,3.47,27.06,37.9,36.88,51.1,50,68.02,2.33,3.33,-0.83,-10.84,-14.22,-18.02,-1,9.76,90.83
"Adam Pelech","ADAM.PELECH","8476917","18-19","NYI","D","L",1994-08-16,24,2012,3,65,78,1453.1,51.74,46.65,46.55,46,48.25,2.35,2.2,26.34,30.12,35.98,41.31,49.46,58.06,2.32,2.48,0.16,-3.78,-5.33,-8.6,-0.17,8.94,92.71
"Adam Pelech","ADAM.PELECH","8476917","19-20","NYI","D","L",1994-08-16,25,2012,3,65,38,803.02,46.48,42.54,42.04,40.74,45.94,2.37,2.73,24.64,33.29,33.14,45.68,44.94,65.35,2.4,2.82,-0.36,-8.65,-12.54,-20.42,-0.42,9.63,91.79
"Adam Pelech","ADAM.PELECH","8476917","20-21","NYI","D","L",1994-08-16,26,2012,3,65,56,1178.6,48.71,48.87,48.1,47.6,51.39,2.53,2.67,28.4,29.71,38.13,41.14,50.31,55.38,2.65,2.5,-0.13,-1.31,-3.02,-5.07,0.14,8.92,91.02
"Adam Pelech","ADAM.PELECH","8476917","21-22","NYI","D","L",1994-08-16,27,2012,3,65,45,958.03,51.9,48.47,47.39,46.54,49,2.48,2.3,28.33,30.11,37.87,42.04,49.54,56.91,2.56,2.67,0.18,-1.78,-4.17,-7.37,-0.1,8.77,92.35
"Adam Pineault","ADAM.PINEAULT","8471259","07-08","CBJ","R","R",1986-05-23,21,2004,2,46,3,33.13,0,43.3,45.29,47.21,31.49,0,3.62,26.5,34.7,36.62,44.24,45.2,50.55,2.06,4.49,-3.62,-8.2,-7.62,-5.34,-2.43,0,89.56
"Adam Raska","ADAM.RASKA","8482197","21-22","S.J","R","R",2001-09-25,19,2020,7,201,5,40.28,100,45.75,51.04,50.54,57.99,1.4,0,24.03,28.5,37.88,36.33,50.14,49.07,2.76,2,1.4,-4.47,1.55,1.07,0.76,5.83,100
"Adam Ruzicka","ADAM.RUZICKA","8480008","20-21","CGY","C","L",1999-05-11,21,2017,4,109,3,32.25,100,53.92,56.17,58.27,64.91,3.85,0,29.4,25.12,43.85,34.21,66.16,47.39,3.89,2.1,3.85,4.28,9.64,18.77,1.79,13.1,100
"Adam Ruzicka","ADAM.RUZICKA","8480008","21-22","CGY","C","L",1999-05-11,22,2017,4,109,19,187.3,67,56.86,58.23,58.51,48.52,3.21,1.58,34.74,26.36,48.66,34.9,62.83,44.54,2.21,2.34,1.63,8.38,13.75,18.29,-0.13,9.25,94
"Adrian Aucoin","ADRIAN.AUCOIN","8459053","07-08","CGY","D","R",1973-07-03,34,1992,5,117,76,1591.43,61.3,55.73,55.76,57.76,59.46,3.32,2.1,31.04,24.66,43.83,34.78,57.6,42.13,3.04,2.07,1.22,6.38,9.05,15.47,0.97,10.69,91.5
"Adrian Aucoin","ADRIAN.AUCOIN","8459053","08-09","CGY","D","R",1973-07-03,35,1992,5,117,80,1782.75,52.11,53.58,54.04,55.84,53.62,3.06,2.81,31.96,27.68,45.19,38.44,59.28,46.88,3.05,2.64,0.25,4.27,6.75,12.4,0.41,9.58,89.84
"Adrian Aucoin","ADRIAN.AUCOIN","8459053","09-10","ARI","D","R",1973-07-03,36,1992,5,117,82,1849.45,51.1,52.01,52.08,53.9,50.51,2.38,2.28,29.48,27.2,41.44,38.12,55.77,47.7,2.51,2.46,0.1,2.28,3.32,8.07,0.05,8.07,91.63
"Adrian Aucoin","ADRIAN.AUCOIN","8459053","10-11","ARI","D","R",1973-07-03,37,1992,5,117,75,1624.63,47.51,44.41,43.28,44.78,41.6,2.58,2.85,27.15,33.99,37.68,49.38,50.62,62.42,2.31,3.24,-0.27,-6.84,-11.7,-11.8,-0.93,9.51,91.61
"Adrian Aucoin","ADRIAN.AUCOIN","8459053","11-12","ARI","D","R",1973-07-03,38,1992,5,117,64,1295.87,49.24,45.13,45.74,47.72,43.82,2.21,2.28,26.37,32.07,38.24,45.35,51.62,56.55,2.22,2.84,-0.07,-5.69,-7.12,-4.94,-0.63,8.39,92.89
