Player,EH_ID,API ID,Season,Team,Position,Shoots,Birthday,Age,Draft Yr,Draft Rd,Draft Ov,GP,xEVO_GAR/60,xEVD_GAR/60,xPPO_GAR/60,xSHD_GAR/60,xTake_GAR/60,xDraw_GAR/60,xOff_GAR/60,xDef_GAR/60,xPens_GAR/60,xGAR/60,xWAR/60,xSPAR/60
Adam Larsson,ADAM.LARSSON,8476457,14-15,N.J,D,R,1992-11-12,21,2011,1,4,64,-0.008,0.214,0.038,0.077,-0.018,-0.014,-0.007,0.193,-0.032,0.149,0.028,0.054
Adam Larsson,ADAM.LARSSON,8476457,15-16,N.J,D,R,1992-11-12,22,2011,1,4,82,-0.082,0.333,-0.611,0.008,-0.004,-0.021,-0.086,0.284,-0.024,0.18,0.035,0.067
Adam Larsson,ADAM.LARSSON,8476457,16-17,EDM,D,R,1992-11-12,23,2011,1,4,79,0.245,0.018,-0.456,-0.002,-0.037,-0.018,0.238,0.017,-0.056,0.176,0.033,0.064
Adam Larsson,ADAM.LARSSON,8476457,17-18,EDM,D,R,1992-11-12,24,2011,1,4,63,0.093,-0.05,-0.466,0.1,-0.006,-0.006,0.09,-0.033,-0.012,0.035,0.007,0.013
Adam Larsson,ADAM.LARSSON,8476457,18-19,EDM,D,R,1992-11-12,25,2011,1,4,82,-0.003,0.041,0.859,0.449,-0.017,-0.002,0.001,0.079,-0.018,0.06,0.011,0.021
Adam Larsson,ADAM.LARSSON,8476457,19-20,EDM,D,R,1992-11-12,26,2011,1,4,49,-0.067,0.253,0.126,0.498,-0.012,-0.024,-0.066,0.273,-0.036,0.171,0.03,0.058
Adam Larsson,ADAM.LARSSON,8476457,20-21,EDM,D,R,1992-11-12,27,2011,1,4,56,0.158,0.537,0.029,-0.04,0.005,-0.021,0.158,0.468,-0.016,0.575,0.103,0.192
Adam Larsson,ADAM.LARSSON,8476457,21-22,SEA,D,R,1992-11-12,28,2011,1,4,55,-0.044,0.177,-0.455,-0.82,-0.028,-0.01,-0.047,0.068,-0.037,-0.012,-0.002,-0.004
Adam Lowry,ADAM.LOWRY,8476392,14-15,WPG,L,L,1993-03-29,21,2011,3,67,80,0.109,0.144,-0.341,0.659,0.022,-0.007,0.09,0.169,0.014,0.26,0.05,0.094
Adam Lowry,ADAM.LOWRY,8476392,15-16,WPG,L,L,1993-03-29,22,2011,3,67,74,0.234,0.019,-0.813,-0.863,-0.005,-0.017,0.217,-0.116,-0.023,0.046,0.009,0.017
Adam Lowry,ADAM.LOWRY,8476392,16-17,WPG,L,L,1993-03-29,23,2011,3,67,82,0.252,0.204,0.917,-0.444,0.02,-0.013,0.335,0.103,0.007,0.38,0.071,0.138
Adam Lowry,ADAM.LOWRY,8476392,17-18,WPG,L,L,1993-03-29,24,2011,3,67,45,0.653,0.63,-0.541,1.134,0.087,-0.021,0.581,0.703,0.067,1.22,0.238,0.455
Adam Lowry,ADAM.LOWRY,8476392,18-19,WPG,L,L,1993-03-29,25,2011,3,67,78,0.239,0.235,-0.578,0.003,0.074,0.023,0.232,0.198,0.097,0.484,0.09,0.17
Adam Lowry,ADAM.LOWRY,8476392,19-20,WPG,L,L,1993-03-29,26,2011,3,67,49,-0.41,-0.023,0.155,0.381,0.073,-0.067,-0.4,0.038,0.005,-0.293,-0.052,-0.1
Adam Lowry,ADAM.LOWRY,8476392,20-21,WPG,L,L,1993-03-29,27,2011,3,67,52,0.272,-0.002,-1.313,0.387,0.077,0.008,0.173,0.063,0.084,0.284,0.051,0.095
Adam Lowry,ADAM.LOWRY,8476392,21-22,WPG,C/L,L,1993-03-29,28,2011,3,67,53,-0.098,0.145,0.625,0.14,0.054,0.059,-0.059,0.145,0.114,0.2,0.036,0.068
Adam Mair,ADAM.MAIR,8466216,07-08,BUF,C,R,1979-02-15,28,1997,4,84,71,-0.079,0.017,-0.504,0.974,-0.026,-0.051,-0.088,0.041,-0.077,-0.123,-0.022,-0.043
Adam Mair,ADAM.MAIR,8466216,08-09,BUF,C,R,1979-02-15,29,1997,4,84,75,0.089,-0.03,-0.643,0.665,-0.14,-0.091,0.077,-0.026,-0.231,-0.18,-0.033,-0.063
Adam Mair,ADAM.MAIR,8466216,09-10,BUF,C,R,1979-02-15,30,1997,4,84,69,0.025,-0.027,-0.172,0.117,-0.167,-0.008,0.024,-0.026,-0.175,-0.177,-0.032,-0.062
Adam Mair,ADAM.MAIR,8466216,10-11,N.J,C,R,1979-02-15,31,1997,4,84,65,-0.458,0.033,-0.347,-0.919,0.038,-0.046,-0.457,-0.009,-0.008,-0.452,-0.081,-0.155
Adam McQuaid,ADAM.MCQUAID,8471717,09-10,BOS,D,R,1986-10-12,22,2005,2,55,19,0.106,0.106,0.391,0.1,0.048,-0.015,0.106,0.106,0.033,0.241,0.044,0.084
Adam McQuaid,ADAM.MCQUAID,8471717,10-11,BOS,D,R,1986-10-12,23,2005,2,55,67,0.169,0.094,0.113,0.321,0.027,0.023,0.169,0.116,0.051,0.318,0.057,0.109
Adam McQuaid,ADAM.MCQUAID,8471717,11-12,BOS,D,R,1986-10-12,24,2005,2,55,72,-0.085,0.091,0.147,0.967,-0.004,0.005,-0.084,0.152,0.001,0.075,0.013,0.024
Adam McQuaid,ADAM.MCQUAID,8471717,12-13,BOS,D,R,1986-10-12,25,2005,2,55,32,-0.067,0.139,0.391,0.981,-0.172,-0.015,-0.067,0.175,-0.187,-0.077,-0.014,-0.026
Adam McQuaid,ADAM.MCQUAID,8471717,13-14,BOS,D,R,1986-10-12,26,2005,2,55,30,0.016,0.45,0.391,0.789,-0.068,0.018,0.016,0.489,-0.05,0.45,0.085,0.16
Adam McQuaid,ADAM.MCQUAID,8471717,14-15,BOS,D,R,1986-10-12,27,2005,2,55,63,-0.148,0.261,0.009,0.424,-0.094,0.053,-0.147,0.278,-0.041,0.102,0.019,0.037
Adam McQuaid,ADAM.MCQUAID,8471717,15-16,BOS,D,R,1986-10-12,28,2005,2,55,64,-0.19,0.061,0.132,0.252,-0.062,0.026,-0.189,0.087,-0.037,-0.112,-0.022,-0.042
Adam McQuaid,ADAM.MCQUAID,8471717,16-17,BOS,D,R,1986-10-12,29,2005,2,55,77,-0.058,0.036,0.107,0.302,0.019,0.004,-0.058,0.071,0.023,0.043,0.008,0.016
Adam McQuaid,ADAM.MCQUAID,8471717,17-18,BOS,D,R,1986-10-12,30,2005,2,55,38,-0.287,-0.12,0.391,0.381,-0.034,-0.06,-0.287,-0.054,-0.094,-0.393,-0.077,-0.147
Adam McQuaid,ADAM.MCQUAID,8471717,18-19,CBJ/NYR,D,R,1986-10-12,31,2005,2,55,50,0.075,0.243,0.391,0.061,-0.018,0.026,0.075,0.223,0.009,0.293,0.055,0.103
Adam Pardy,ADAM.PARDY,8471385,08-09,CGY,D,L,1984-03-29,24,2004,6,173,59,0.166,0.128,-0.261,0.2,-0.132,0.032,0.156,0.132,-0.1,0.174,0.032,0.061
Adam Pardy,ADAM.PARDY,8471385,09-10,CGY,D,L,1984-03-29,25,2004,6,173,57,0.176,0.298,-0.147,0.878,-0.021,0.041,0.17,0.341,0.019,0.509,0.092,0.177
Adam Pardy,ADAM.PARDY,8471385,10-11,CGY,D,L,1984-03-29,26,2004,6,173,30,-0.09,0.137,0.045,0.96,-0.096,0.059,-0.088,0.172,-0.036,0.048,0.009,0.017
Adam Pardy,ADAM.PARDY,8471385,11-12,DAL,D,L,1984-03-29,27,2004,6,173,36,-0.12,-0.093,0.395,-0.838,-0.006,0.003,-0.117,-0.13,-0.003,-0.242,-0.042,-0.078
Adam Pardy,ADAM.PARDY,8471385,12-13,BUF,D,L,1984-03-29,28,2004,6,173,17,-0.025,0.321,0.391,0.663,-0.118,0.087,-0.024,0.346,-0.031,0.29,0.054,0.1
Adam Pardy,ADAM.PARDY,8471385,13-14,WPG,D,L,1984-03-29,29,2004,6,173,60,0.039,0.35,0.128,-0.09,-0.031,-0.013,0.04,0.319,-0.044,0.31,0.059,0.11
Adam Pardy,ADAM.PARDY,8471385,14-15,WPG,D,L,1984-03-29,30,2004,6,173,55,-0.125,-0.009,0.191,-0.141,-0.038,0.094,-0.123,-0.03,0.056,-0.076,-0.014,-0.028
Adam Pardy,ADAM.PARDY,8471385,15-16,EDM/WPG,D,L,1984-03-29,31,2004,6,173,23,0.027,-0.123,0.391,1.022,0.017,0.057,0.028,0.051,0.074,0.147,0.028,0.055
Adam Pardy,ADAM.PARDY,8471385,16-17,NSH,D,L,1984-03-29,32,2004,6,173,4,-0.042,-0.518,0,0,-0.611,-0.061,-0.042,-0.518,-0.672,-1.227,-0.231,-0.447
Adam Payerl,ADAM.PAYERL,8476522,13-14,PIT,C,R,1991-03-04,22,2009,NA,NA,2,-0.165,-0.098,0,0,-0.376,-0.138,-0.165,-0.098,-0.514,-0.776,-0.147,-0.275
Adam Pelech,ADAM.PELECH,8476917,15-16,NYI,D,L,1994-08-16,21,2012,3,65,9,-0.315,0.186,0.404,0.677,0.135,-0.062,-0.293,0.241,0.072,0.046,0.009,0.017
Adam Pelech,ADAM.PELECH,8476917,16-17,NYI,D,L,1994-08-16,22,2012,3,65,44,-0.086,-0.032,0.082,1.05,0.101,0.017,-0.086,0.03,0.118,0.067,0.013,0.024
Adam Pelech,ADAM.PELECH,8476917,17-18,NYI,D,L,1994-08-16,23,2012,3,65,78,0.084,0.164,-0.399,-0.966,0.027,-0.023,0.074,0.027,0.003,0.094,0.018,0.035
Adam Pelech,ADAM.PELECH,8476917,18-19,NYI,D,L,1994-08-16,24,2012,3,65,78,0.04,0.353,0.003,0.142,0.027,-0.027,0.04,0.335,-0.001,0.363,0.068,0.127
Adam Pelech,ADAM.PELECH,8476917,19-20,NYI,D,L,1994-08-16,25,2012,3,65,38,-0.14,0.177,0.108,1.272,0.006,-0.019,-0.139,0.322,-0.013,0.183,0.033,0.063
Adam Pelech,ADAM.PELECH,8476917,20-21,NYI,D,L,1994-08-16,26,2012,3,65,56,0.25,0.445,0.106,-1.053,0.046,-0.001,0.249,0.285,0.044,0.539,0.097,0.18
Adam Pelech,ADAM.PELECH,8476917,21-22,NYI,D,L,1994-08-16,27,2012,3,65,45,0.129,0.399,0.134,0.195,0.072,-0.026,0.129,0.378,0.046,0.528,0.094,0.179
Adam Pineault,ADAM.PINEAULT,8471259,07-08,CBJ,R,R,1986-05-23,21,2004,2,46,3,0.025,-1.1,0,0,0.183,-0.193,0.025,-1.1,-0.01,-1.085,-0.196,-0.378
Adam Raska,ADAM.RASKA,8482197,21-22,S.J,R,R,2001-09-25,19,2020,7,201,5,0.242,-0.006,0,0,-0.185,0.66,0.242,-0.006,0.475,0.711,0.127,0.241
Adam Ruzicka,ADAM.RUZICKA,8480008,20-21,CGY,C,L,1999-05-11,21,2017,4,109,3,-0.052,-0.266,-0.531,-0.026,-0.493,-0.12,-0.124,-0.264,-0.614,-0.949,-0.17,-0.317
Adam Ruzicka,ADAM.RUZICKA,8480008,21-22,CGY,C,L,1999-05-11,22,2017,4,109,19,0.828,0.344,-0.443,-0.026,-0.045,0.064,0.79,0.343,0.019,1.142,0.204,0.387
Adrian Aucoin,ADRIAN.AUCOIN,8459053,07-08,CGY,D,R,1973-07-03,34,1992,5,117,76,0.168,0.161,0.524,-0.15,0.071,0.021,0.248,0.129,0.092,0.42,0.076,0.146
Adrian Aucoin,ADRIAN.AUCOIN,8459053,08-09,CGY,D,R,1973-07-03,35,1992,5,117,80,0.374,0.159,0.201,0.008,0.059,-0.048,0.336,0.134,0.011,0.405,0.073,0.141
Adrian Aucoin,ADRIAN.AUCOIN,8459053,09-10,ARI,D,R,1973-07-03,36,1992,5,117,82,0.219,0.261,-0.214,-0.247,0.008,-0.018,0.148,0.19,-0.01,0.279,0.051,0.097
Adrian Aucoin,ADRIAN.AUCOIN,8459053,10-11,ARI,D,R,1973-07-03,37,1992,5,117,75,0.06,-0.007,-0.74,-0.515,-0.045,-0.005,0.023,-0.08,-0.051,-0.107,-0.019,-0.037
Adrian Aucoin,ADRIAN.AUCOIN,8459053,11-12,ARI,D,R,1973-07-03,38,1992,5,117,64,-0.179,-0.013,0.274,-0.069,-0.017,0.008,-0.167,-0.019,-0.008,-0.174,-0.03,-0.056
Adrian Aucoin,ADRIAN.AUCOIN,8459053,12-13,CBJ,D,R,1973-07-03,39,1992,5,117,36,-0.303,0.082,0.391,0.799,0.028,-0.046,-0.303,0.148,-0.018,-0.145,-0.027,-0.05
Adrian Kempe,ADRIAN.KEMPE,8477960,16-17,L.A,L,L,1996-09-13,20,2014,1,29,25,-0.105,0.032,-0.377,0.828,0.017,0.041,-0.124,0.076,0.058,0.012,0.002,0.004
Adrian Kempe,ADRIAN.KEMPE,8477960,17-18,L.A,L,L,1996-09-13,21,2014,1,29,81,0.34,-0.353,-0.526,0.294,-0.074,-0.065,0.267,-0.35,-0.139,-0.194,-0.038,-0.072
Adrian Kempe,ADRIAN.KEMPE,8477960,18-19,L.A,L,L,1996-09-13,22,2014,1,29,81,0.253,0.203,-0.443,-0.464,-0.027,-0.003,0.185,0.176,-0.029,0.304,0.057,0.107
Adrian Kempe,ADRIAN.KEMPE,8477960,19-20,L.A,L,L,1996-09-13,23,2014,1,29,69,-0.074,0.148,-0.69,0.268,0.02,-0.009,-0.178,0.157,0.011,-0.024,-0.004,-0.008
Adrian Kempe,ADRIAN.KEMPE,8477960,20-21,L.A,L,L,1996-09-13,24,2014,1,29,56,0.251,-0.2,-0.084,1.45,-0.024,-0.038,0.187,-0.039,-0.062,0.074,0.013,0.025
Adrian Kempe,ADRIAN.KEMPE,8477960,21-22,L.A,C/L,L,1996-09-13,25,2014,1,29,51,0.639,-0.277,0.146,-1.693,-0.011,0.041,0.548,-0.42,0.03,0.179,0.032,0.061
Akim Aliu,AKIM.ALIU,8474049,11-12,CGY,R,R,1989-04-24,22,2007,2,56,2,0.937,-0.368,0,0,0.155,0.856,0.937,-0.368,1.011,1.562,0.272,0.505
Akim Aliu,AKIM.ALIU,8474049,12-13,CGY,R,R,1989-04-24,23,2007,2,56,5,-0.251,-0.661,0.124,0,-0.043,0.097,-0.228,-0.661,0.054,-0.787,-0.146,-0.271
Alain Nasreddine,ALAIN.NASREDDINE,8459558,07-08,PIT,D,L,1975-07-10,32,1993,6,135,6,-0.033,-0.219,0.391,1.548,-0.088,0.071,-0.03,0.012,-0.017,-0.03,-0.006,-0.011
Alan Quine,ALAN.QUINE,8476409,15-16,NYI,C,L,1993-02-25,22,2013,6,166,2,-0.198,0.037,-0.078,0.093,0.141,-0.131,-0.183,0.043,0.01,-0.119,-0.023,-0.044
Alan Quine,ALAN.QUINE,8476409,16-17,NYI,C,L,1993-02-25,23,2013,6,166,61,0.075,-0.249,0.071,-2.501,0.078,-0.059,0.075,-0.321,0.019,-0.199,-0.037,-0.073
Alan Quine,ALAN.QUINE,8476409,17-18,NYI,C,L,1993-02-25,24,2013,6,166,21,-0.417,-0.489,-0.033,0.533,0.038,-0.082,-0.414,-0.461,-0.044,-0.901,-0.176,-0.336
Alan Quine,ALAN.QUINE,8476409,18-19,CGY,C,L,1993-02-25,25,2013,6,166,13,0.041,0.161,1.157,0,-0.131,-0.124,0.068,0.161,-0.255,-0.031,-0.006,-0.011
Alan Quine,ALAN.QUINE,8476409,19-20,CGY,C,L,1993-02-25,26,2013,6,166,9,0.588,-0.044,0,0,-0.125,-0.124,0.588,-0.044,-0.25,0.289,0.051,0.099
Alec Martinez,ALEC.MARTINEZ,8474166,09-10,L.A,D,L,1987-07-26,22,2007,4,95,4,0.096,0.834,0.221,0.01,-0.053,-0.072,0.1,0.825,-0.124,0.775,0.14,0.27
Alec Martinez,ALEC.MARTINEZ,8474166,10-11,L.A,D,L,1987-07-26,23,2007,4,95,60,0.4,0.297,-0.331,0.777,0.043,-0.055,0.316,0.3,-0.011,0.566,0.101,0.194
Alec Martinez,ALEC.MARTINEZ,8474166,11-12,L.A,D,L,1987-07-26,24,2007,4,95,51,0.311,0.384,1.664,0.779,0.118,-0.01,0.477,0.388,0.107,0.916,0.16,0.296
Alec Martinez,ALEC.MARTINEZ,8474166,12-13,L.A,D,L,1987-07-26,25,2007,4,95,27,-0.046,0.43,-0.401,-2.52,0.02,-0.034,-0.075,0.285,-0.013,0.175,0.032,0.06
Alec Martinez,ALEC.MARTINEZ,8474166,13-14,L.A,D,L,1987-07-26,26,2007,4,95,61,0.391,0.227,1.615,-0.398,0.047,-0.005,0.551,0.207,0.042,0.755,0.143,0.268
Alec Martinez,ALEC.MARTINEZ,8474166,14-15,L.A,D,L,1987-07-26,27,2007,4,95,56,0.27,0.059,-0.245,1.852,0.082,0.025,0.214,0.217,0.107,0.496,0.094,0.18
Alec Martinez,ALEC.MARTINEZ,8474166,15-16,L.A,D,L,1987-07-26,28,2007,4,95,78,0.133,-0.029,1.192,-0.577,0.015,0.006,0.244,-0.094,0.02,0.152,0.029,0.056
Alec Martinez,ALEC.MARTINEZ,8474166,16-17,L.A,D,L,1987-07-26,29,2007,4,95,82,0.262,0.059,-0.012,0.336,0.039,-0.03,0.232,0.09,0.009,0.292,0.055,0.106
Alec Martinez,ALEC.MARTINEZ,8474166,17-18,L.A,D,L,1987-07-26,30,2007,4,95,77,0.16,-0.067,0.645,0.236,0.024,-0.04,0.207,-0.033,-0.016,0.136,0.026,0.051
Alec Martinez,ALEC.MARTINEZ,8474166,18-19,L.A,D,L,1987-07-26,31,2007,4,95,60,0.16,-0.173,-0.662,0.198,0.093,-0.024,0.109,-0.138,0.068,0.038,0.007,0.013
Alec Martinez,ALEC.MARTINEZ,8474166,19-20,L.A/VGK,D,L,1987-07-26,32,2007,4,95,51,0.093,0.008,-0.307,-0.522,0.048,-0.006,0.065,-0.037,0.042,0.067,0.012,0.023
Alec Martinez,ALEC.MARTINEZ,8474166,20-21,VGK,D,L,1987-07-26,33,2007,4,95,53,0.482,0.034,1.084,-0.862,0.069,-0.049,0.527,-0.071,0.02,0.413,0.074,0.138
Alec Martinez,ALEC.MARTINEZ,8474166,21-22,VGK,D,L,1987-07-26,34,2007,4,95,11,0.23,-0.494,-0.37,-0.215,0.022,-0.014,0.198,-0.472,0.008,-0.251,-0.045,-0.085
Alec Regula,ALEC.REGULA,8480831,20-21,CHI,D,R,2000-08-06,20,2018,3,67,3,-0.432,-1.869,-0.045,0,0.126,-0.058,-0.415,-1.869,0.067,-2.123,-0.381,-0.71
Alec Regula,ALEC.REGULA,8480831,21-22,CHI,D,R,2000-08-06,21,2018,3,67,4,0.104,0.538,-0.036,0.969,0.126,0.101,0.095,0.551,0.228,0.839,0.15,0.284
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,13-14,FLA,C,L,1995-09-02,18,2013,1,2,54,0.219,0.112,0.724,0.809,0.083,-0.068,0.299,0.118,0.015,0.404,0.077,0.143
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,14-15,FLA,C,L,1995-09-02,19,2013,1,2,71,0.301,0.106,0.333,-0.352,0.055,-0.026,0.306,0.093,0.029,0.401,0.076,0.145
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,15-16,FLA,C,L,1995-09-02,20,2013,1,2,66,0.596,-0.084,1.05,-0.086,0.099,0.028,0.67,-0.084,0.126,0.648,0.125,0.24
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,16-17,FLA,C,L,1995-09-02,21,2013,1,2,61,0.854,0.201,0.059,0.77,0.087,0.021,0.725,0.246,0.108,0.969,0.182,0.353
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,17-18,FLA,C,L,1995-09-02,22,2013,1,2,79,0.364,-0.083,0.026,0.084,0.106,0.007,0.306,-0.067,0.113,0.329,0.064,0.123
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,18-19,FLA,C,L,1995-09-02,23,2013,1,2,82,0.424,-0.034,1.819,-0.485,0.11,0.086,0.674,-0.085,0.196,0.713,0.133,0.25
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,19-20,FLA,C,L,1995-09-02,24,2013,1,2,66,0.493,-0.186,0.618,-1.719,0.073,0.017,0.516,-0.292,0.09,0.327,0.058,0.112
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,20-21,FLA,C,L,1995-09-02,25,2013,1,2,50,0.937,0.049,0.897,-0.341,0.057,0.035,0.928,0.015,0.092,0.938,0.168,0.314
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,21-22,FLA,C,L,1995-09-02,26,2013,1,2,40,0.711,0.027,1.932,1.155,0.073,-0.025,0.946,0.169,0.049,1.002,0.179,0.339
Aleksi Heponiemi,ALEKSI.HEPONIEMI,8480037,20-21,FLA,C,L,1999-01-09,21,2017,2,40,9,0.23,-0.01,-0.028,0.408,0.034,0.08,0.226,-0.004,0.114,0.325,0.058,0.109
Aleksi Heponiemi,ALEKSI.HEPONIEMI,8480037,21-22,FLA,C,L,1999-01-09,22,2017,2,40,4,0.59,0.008,0,0,0.134,-0.122,0.59,0.008,0.012,0.601,0.107,0.203
Aleksi Saarela,ALEKSI.SAARELA,8478839,19-20,FLA,C,L,1997-01-07,22,2015,3,89,9,0.951,-0.173,-0.546,-0.026,0.134,-0.124,0.911,-0.173,0.01,0.746,0.133,0.255
Ales Hemsky,ALES.HEMSKY,8469466,07-08,EDM,R,R,1983-08-13,24,2001,1,13,74,0.234,-0.041,0.903,-0.047,0.036,0.092,0.376,-0.041,0.128,0.461,0.083,0.16
Ales Hemsky,ALES.HEMSKY,8469466,08-09,EDM,R,R,1983-08-13,25,2001,1,13,72,0.675,-0.037,-0.027,-0.228,0.063,0.136,0.513,-0.038,0.199,0.669,0.121,0.233
Ales Hemsky,ALES.HEMSKY,8469466,09-10,EDM,R,R,1983-08-13,26,2001,1,13,22,0.173,0.199,1.333,-0.026,0.052,0.075,0.423,0.199,0.127,0.686,0.124,0.239
Ales Hemsky,ALES.HEMSKY,8469466,10-11,EDM,R,R,1983-08-13,27,2001,1,13,47,0.611,-0.272,-0.657,-1.792,0.051,0.035,0.379,-0.353,0.086,0.155,0.028,0.053
Ales Hemsky,ALES.HEMSKY,8469466,11-12,EDM,R,R,1983-08-13,28,2001,1,13,69,0.223,-0.044,-0.375,0.588,0.016,-0.007,0.15,-0.042,0.009,0.119,0.021,0.038
Ales Hemsky,ALES.HEMSKY,8469466,12-13,EDM,R,R,1983-08-13,29,2001,1,13,38,0.032,-0.186,2.208,0.187,-0.001,-0.068,0.399,-0.184,-0.069,0.17,0.032,0.058
Ales Hemsky,ALES.HEMSKY,8469466,13-14,EDM/OTT,R,R,1983-08-13,30,2001,1,13,75,0.334,0.088,0.184,-0.364,0.044,0.006,0.311,0.082,0.05,0.421,0.08,0.149
Ales Hemsky,ALES.HEMSKY,8469466,14-15,DAL,R,R,1983-08-13,31,2001,1,13,76,0.332,-0.18,-0.599,-0.026,0.057,0.032,0.195,-0.18,0.089,0.13,0.025,0.047
Ales Hemsky,ALES.HEMSKY,8469466,15-16,DAL,R,R,1983-08-13,32,2001,1,13,75,0.539,-0.083,-0.465,-0.026,0.034,-0.028,0.414,-0.083,0.005,0.341,0.066,0.127
Ales Hemsky,ALES.HEMSKY,8469466,16-17,DAL,R,R,1983-08-13,33,2001,1,13,15,0.942,0.21,0.229,0.517,0.135,-0.076,0.868,0.213,0.059,1.084,0.204,0.395
Ales Hemsky,ALES.HEMSKY,8469466,17-18,MTL,R,R,1983-08-13,34,2001,1,13,7,-0.485,-0.382,0.518,-0.026,-0.673,0.189,-0.221,-0.381,-0.484,-0.979,-0.191,-0.365
Ales Kotalik,ALES.KOTALIK,8467502,07-08,BUF,R,R,1978-12-23,28,1998,6,164,78,-0.073,0.166,1.224,-0.771,-0.065,-0.094,0.204,0.164,-0.159,0.17,0.031,0.059
Ales Kotalik,ALES.KOTALIK,8467502,08-09,BUF/EDM,R,R,1978-12-23,29,1998,6,164,75,-0.028,0.05,1.055,0.285,0.049,-0.056,0.173,0.051,-0.007,0.204,0.037,0.071
Ales Kotalik,ALES.KOTALIK,8467502,09-10,CGY/NYR,R,R,1978-12-23,30,1998,6,164,71,-0.12,-0.119,0.125,-0.055,-0.09,-0.068,-0.066,-0.119,-0.158,-0.314,-0.057,-0.109
Ales Kotalik,ALES.KOTALIK,8467502,10-11,CGY,R,R,1978-12-23,31,1998,6,164,26,-0.156,-0.105,-0.485,-0.026,0.027,0.012,-0.194,-0.105,0.039,-0.244,-0.044,-0.084
Alex Alexeyev,ALEX.ALEXEYEV,8480823,21-22,WSH,D,L,1999-11-15,21,2018,1,31,1,0.058,0.117,0,0,-0.911,-0.061,0.058,0.117,-0.972,-0.797,-0.142,-0.27
Alex Barabanov,ALEX.BARABANOV,8482222,20-21,S.J/TOR,L,L,1994-06-17,26,2012,NA,NA,22,0.225,-0.145,0.359,0,0.017,0.003,0.24,-0.145,0.02,0.128,0.023,0.043
Alex Barabanov,ALEX.BARABANOV,8482222,21-22,S.J,L,L,1994-06-17,27,2012,NA,NA,45,-0.096,-0.08,0.376,-0.026,0.077,-0.057,-0.042,-0.08,0.02,-0.092,-0.016,-0.031
Alex Barre-Boulet,ALEX.BARRE-BOULET,8479718,20-21,T.B,C,L,1997-05-21,23,2015,NA,NA,15,-0.025,0.619,0.964,-0.026,0.13,-0.12,0.155,0.618,0.009,0.66,0.119,0.221
Alex Barre-Boulet,ALEX.BARRE-BOULET,8479718,21-22,SEA/T.B,C,L,1997-05-21,24,2015,NA,NA,16,0.366,-0.391,-0.896,-0.026,0.02,0.134,0.173,-0.391,0.153,-0.003,0,-0.001
Alex Belzile,ALEX.BELZILE,8475968,20-21,MTL,R,R,1991-08-31,29,2009,NA,NA,2,-0.033,-0.01,-0.772,0,0.13,-0.12,-0.078,-0.01,0.009,-0.078,-0.014,-0.026
Alex Belzile,ALEX.BELZILE,8475968,21-22,MTL,R,R,1991-08-31,30,2009,NA,NA,11,-0.408,0.198,-0.204,1.263,-0.07,0.054,-0.389,0.254,-0.016,-0.154,-0.028,-0.052
Alex Biega,ALEX.BIEGA,8473415,14-15,VAN,D,R,1988-04-04,26,2006,5,147,7,0.073,0.021,0.307,-0.276,0.132,-0.062,0.076,0.016,0.071,0.16,0.03,0.058
Alex Biega,ALEX.BIEGA,8473415,15-16,VAN,D,R,1988-04-04,27,2006,5,147,51,-0.164,-0.128,0.006,-0.288,0.033,0.022,-0.162,-0.138,0.054,-0.231,-0.045,-0.086
Alex Biega,ALEX.BIEGA,8473415,16-17,VAN,D,R,1988-04-04,28,2006,5,147,36,-0.234,-0.195,0.065,-2.381,-0.074,-0.016,-0.228,-0.304,-0.09,-0.604,-0.114,-0.22
Alex Biega,ALEX.BIEGA,8473415,17-18,VAN,D,R,1988-04-04,29,2006,5,147,44,-0.009,0.037,0.071,1.673,-0.108,0.006,-0.009,0.124,-0.101,0.013,0.003,0.005
Alex Biega,ALEX.BIEGA,8473415,18-19,VAN,D,R,1988-04-04,30,2006,5,147,41,0.088,0.051,-0.003,0.123,-0.045,0.014,0.087,0.054,-0.031,0.105,0.02,0.037
Alex Biega,ALEX.BIEGA,8473415,19-20,DET,D,R,1988-04-04,31,2006,5,147,49,-0.307,-0.085,-0.079,1.247,-0.031,0.052,-0.306,0.055,0.021,-0.196,-0.035,-0.067
Alex Biega,ALEX.BIEGA,8473415,20-21,DET,D,R,1988-04-04,32,2006,5,147,13,0.127,-0.333,0,0.607,0.042,0.024,0.127,-0.235,0.066,-0.055,-0.01,-0.018
Alex Biega,ALEX.BIEGA,8473415,21-22,TOR,D,R,1988-04-04,33,2006,5,147,2,-0.015,0.121,0,0,0.126,0.428,-0.015,0.121,0.555,0.658,0.118,0.223
Alex Bolduc,ALEX.BOLDUC,8470719,08-09,VAN,C,L,1985-06-26,23,2003,4,127,7,-0.002,0.637,0.462,-0.232,-0.226,-0.184,-0.001,0.533,-0.41,0.117,0.021,0.041
